"","X","pplot","splot","tag","spec","yrmort","elev","elevcl","aspcl","asp","soilcl","slopcl","bqudx","bqudy","meas87","p98dbh","p98ht","p10dbh","p10ht","time","nsumba.1","nsumba.2","nsumba.3","nsumba5.1","nsumba5.2","nsumba5.3","nsumbabig.1","nsumbabig.2","nsumbabig.3","dbh","ht","dbhgrowth","bagrowth","htgrowth","stat","cpos","ch","ba","id","mort","nsumba.1cl","nsumba.2cl","nsumba.3cl","nsumba5.1cl","nsumba5.2cl","nsumba5.3cl","nsumbabig.1cl","nsumbabig.2cl","nsumbabig.3cl","dbhgrowthcl","bagrowthcl","nsumba.1cl2","nsumba.2cl2","nsumba.3cl2","nsumba5.1cl2","nsumba5.2cl2","nsumba5.3cl2","nsumbabig.1cl2","nsumbabig.2cl2","nsumbabig.3cl2","dbhgrowthcl2","bagrowthcl2"
"3543",40.1998,4,1,98317,"ABBA",2010,808,"L","E",145,"S","FSLP",3,1,FALSE,NA,NA,NA,NA,1998,1.9635e-05,NA,NA,0,NA,NA,1.9635e-05,NA,NA,0.5,1.5,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,40,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3544",41.1998,4,1,98320,"ABBA",2010,808,"L","E",145,"S","FSLP",1,1,FALSE,NA,NA,NA,NA,1998,0.17259165,NA,NA,0.1720214496,NA,NA,0.17255238,NA,NA,1.2,1.7,NA,NA,NA,"ALIVE","",15.1627603094615,0.0001130976,41,TRUE,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,"(0.123,0.185]",NA,NA,"(0.123,0.185]",NA,NA,"(0.123,0.185]",NA,NA,NA,NA
"3548",45.1998,4,1,98355,"ABBA",2010,808,"L","E",145,"S","FSLP",1,2,FALSE,NA,NA,NA,NA,1998,0.0025517646,NA,NA,0.0025517646,NA,NA,0.0025517646,NA,NA,0.5,1.8,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,45,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3552",49.1998,4,1,98379,"ABBA",2010,808,"L","E",145,"S","FSLP",2,1,FALSE,NA,NA,NA,NA,1998,0.00011781,NA,NA,0,NA,NA,0.00011781,NA,NA,0,1.3,NA,NA,NA,"ALIVE","",15.1627603094615,0,49,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3553",50.1998,4,1,98381,"ABBA",2010,808,"L","E",145,"S","FSLP",2,1,FALSE,NA,NA,NA,NA,1998,9.8175e-05,NA,NA,0,NA,NA,9.8175e-05,NA,NA,0.5,1.5,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,50,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3554",51.1998,4,1,98385,"ABBA",2010,808,"L","E",145,"S","FSLP",1,2,FALSE,NA,NA,NA,NA,1998,0.0025713996,NA,NA,0.0025517646,NA,NA,0.0025713996,NA,NA,0,1.2,NA,NA,NA,"ALIVE","",15.1627603094615,0,51,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3555",52.1998,4,1,98388,"ABBA",2010,808,"L","E",145,"S","FSLP",2,2,FALSE,NA,NA,NA,NA,1998,0,0.192843189,NA,0,0.1908592686,NA,0,0.192587934,NA,1.2,1.9,NA,NA,NA,"ALIVE","",15.1627603094615,0.0001130976,52,TRUE,1,2,NA,1,2,NA,1,2,NA,NA,NA,"[0,0.0616]","(0.116,0.232]",NA,"[0,0.0616]","(0.115,0.23]",NA,"[0,0.0616]","(0.116,0.232]",NA,NA,NA
"3556",53.1998,4,1,98389,"ABBA",NA,808,"L","E",145,"S","FSLP",1,1,FALSE,NA,NA,TRUE,TRUE,1998,0.1726851126,NA,NA,0.1720214496,NA,NA,0.1726851126,NA,NA,0.5,1.4,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,53,FALSE,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,"(0.123,0.185]",NA,NA,"(0.123,0.185]",NA,NA,"(0.123,0.185]",NA,NA,NA,NA
"3557",54.1998,4,1,98508,"ABBA",NA,808,"L","E",145,"S","FSLP",1,2,FALSE,NA,NA,FALSE,TRUE,1998,0.0025713996,NA,NA,0.0025517646,NA,NA,0.0025713996,NA,NA,0,1.1,NA,NA,NA,"ALIVE","o",15.1627603094615,0,54,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3558",55.1998,4,1,98522,"ABBA",NA,808,"L","E",145,"S","FSLP",1,1,FALSE,NA,NA,TRUE,TRUE,1998,0.1726851126,NA,NA,0.1720214496,NA,NA,0.1726851126,NA,NA,0.5,1.2,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,55,FALSE,3,NA,NA,3,NA,NA,3,NA,NA,NA,NA,"(0.123,0.185]",NA,NA,"(0.123,0.185]",NA,NA,"(0.123,0.185]",NA,NA,NA,NA
"3559",56.1998,4,1,98544,"ABBA",2010,808,"L","E",145,"S","FSLP",3,3,FALSE,NA,NA,NA,NA,1998,0,0.034526184,0.3216008796,0,0.0258098148,0.301848855,0,0.034526184,0.3216008796,0.5,1.4,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,56,TRUE,1,1,3,1,1,3,1,1,3,NA,NA,"[0,0.0616]","[0,0.116]","(0.274,0.412]","[0,0.0616]","[0,0.115]","(0.266,0.399]","[0,0.0616]","[0,0.116]","(0.274,0.412]",NA,NA
"3560",57.1998,4,1,98802,"ABBA",NA,808,"L","E",145,"S","FSLP",4,5,FALSE,NA,NA,TRUE,TRUE,1998,0.00125664,0.021170457,0.0942472146,0,0.012864852,0.0739391268,0.00125664,0.021170457,0.0942472146,0.5,1.7,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,57,FALSE,1,1,1,1,1,1,1,1,1,NA,NA,"[0,0.0616]","[0,0.116]","[0,0.137]","[0,0.0616]","[0,0.115]","[0,0.133]","[0,0.0616]","[0,0.116]","[0,0.137]",NA,NA
"3564",61.1998,4,1,98809,"ABBA",NA,808,"L","E",145,"S","FSLP",5,2,FALSE,NA,NA,TRUE,FALSE,1998,1.9635e-05,0.287597772,NA,0,0.286105512,NA,0,0.287538867,NA,1,1.9,NA,NA,NA,"ALIVE","",15.1627603094615,7.854e-05,61,FALSE,1,3,NA,1,3,NA,1,3,NA,NA,NA,"[0,0.0616]","(0.232,0.348]",NA,"[0,0.0616]","(0.23,0.345]",NA,"[0,0.0616]","(0.232,0.348]",NA,NA,NA
"3565",62.1998,4,1,98811,"ABBA",2010,808,"L","E",145,"S","FSLP",3,2,FALSE,NA,NA,NA,NA,1998,0.0172136118,0.0717769206,NA,0.0162860544,0.069484338,NA,0.0171939768,0.071467473,NA,1.5,1.8,NA,NA,NA,"ALIVE","",15.1627603094615,0.000176715,62,TRUE,1,1,NA,1,1,NA,1,1,NA,NA,NA,"[0,0.0616]","[0,0.116]",NA,"[0,0.0616]","[0,0.115]",NA,"[0,0.0616]","[0,0.116]",NA,NA,NA
"3567",64.1998,4,1,98816,"ABBA",NA,808,"L","E",145,"S","FSLP",5,3,FALSE,NA,NA,FALSE,TRUE,1998,0.045258675,0.0539514822,0.3262606578,0.04523904,0.052028823,0.3169811568,0.045258675,0.0539514822,0.3262606578,0,1.1,NA,NA,NA,"ALIVE","",15.1627603094615,0,64,FALSE,1,1,3,1,1,3,1,1,3,NA,NA,"[0,0.0616]","[0,0.116]","(0.274,0.412]","[0,0.0616]","[0,0.115]","(0.266,0.399]","[0,0.0616]","[0,0.116]","(0.274,0.412]",NA,NA
"3569",66.1998,4,1,98820,"ABBA",NA,808,"L","E",145,"S","FSLP",3,2,FALSE,NA,NA,FALSE,FALSE,1998,0.0173706918,0.0719340006,NA,0.0162860544,0.069484338,NA,0.0173706918,0.0719340006,NA,0.5,1.4,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,66,FALSE,1,1,NA,1,1,NA,1,1,NA,NA,NA,"[0,0.0616]","[0,0.116]",NA,"[0,0.0616]","[0,0.115]",NA,"[0,0.0616]","[0,0.116]",NA,NA,NA
"3572",69.1998,4,1,98828,"ABBA",NA,808,"L","E",145,"S","FSLP",5,1,FALSE,NA,NA,FALSE,TRUE,1998,0.0031235358,NA,NA,0.0029224734,NA,NA,0.0031235358,NA,NA,0.5,1.3,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,69,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3575",72.1998,4,1,98837,"ABBA",NA,808,"L","E",145,"S","FSLP",5,3,FALSE,NA,NA,TRUE,TRUE,1998,0.04523904,0.0539318472,0.3262410228,0.04523904,0.052028823,0.3169811568,0.04523904,0.0539318472,0.3262410228,0.5,1.5,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,72,FALSE,1,1,3,1,1,3,1,1,3,NA,NA,"[0,0.0616]","[0,0.116]","(0.274,0.412]","[0,0.0616]","[0,0.115]","(0.266,0.399]","[0,0.0616]","[0,0.116]","(0.274,0.412]",NA,NA
"3579",76.1998,4,1,98841,"ABBA",NA,808,"L","E",145,"S","FSLP",5,4,FALSE,NA,NA,FALSE,TRUE,1998,0.00031416,0.0647727234,0.1768123896,0,0.060809595,0.1639451814,0.00031416,0.0647727234,0.1768123896,0,1.1,NA,NA,NA,"ALIVE","",15.1627603094615,0,76,FALSE,1,1,2,1,1,2,1,1,2,NA,NA,"[0,0.0616]","[0,0.116]","(0.137,0.274]","[0,0.0616]","[0,0.115]","(0.133,0.266]","[0,0.0616]","[0,0.116]","(0.137,0.274]",NA,NA
"3582",79.1998,4,1,98847,"ABBA",NA,808,"L","E",145,"S","FSLP",4,5,FALSE,NA,NA,TRUE,TRUE,1998,0.001276275,0.021190092,0.0942668496,0,0.012864852,0.0739391268,0.001276275,0.021190092,0.0942668496,0,1.3,NA,NA,NA,"ALIVE","",15.1627603094615,0,79,FALSE,1,1,1,1,1,1,1,1,1,NA,NA,"[0,0.0616]","[0,0.116]","[0,0.137]","[0,0.0616]","[0,0.115]","[0,0.133]","[0,0.0616]","[0,0.116]","[0,0.137]",NA,NA
"3587",84.1998,4,2,202,"ABBA",2010,808,"L","E",145,"S","FSLP",1,9,FALSE,NA,NA,NA,NA,1998,0.0674258046,NA,NA,0.0674258046,NA,NA,0.0674258046,NA,NA,0,1.3,NA,NA,NA,"ALIVE","",15.1627603094615,0,84,TRUE,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,"(0.0616,0.123]",NA,NA,"(0.0616,0.123]",NA,NA,"(0.0616,0.123]",NA,NA,NA,NA
"3588",85.1998,4,2,203,"ABBA",2010,808,"L","E",145,"S","FSLP",1,8,FALSE,NA,NA,NA,NA,1998,0.0003463614,NA,NA,0,NA,NA,0.0003463614,NA,NA,1,1.7,NA,NA,NA,"ALIVE","",15.1627603094615,7.854e-05,85,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3589",86.1998,4,2,204,"ABBA",NA,808,"L","E",145,"S","FSLP",2,8,FALSE,NA,NA,TRUE,TRUE,1998,0.0803786214,0.1495370184,NA,0.077259798,0.1446856026,NA,0.0803786214,0.1495370184,NA,0.5,1.5,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,86,FALSE,2,2,NA,2,2,NA,2,2,NA,NA,NA,"(0.0616,0.123]","(0.116,0.232]",NA,"(0.0616,0.123]","(0.115,0.23]",NA,"(0.0616,0.123]","(0.116,0.232]",NA,NA,NA
"3590",87.1998,4,2,205,"ABBA",NA,808,"L","E",145,"S","FSLP",2,8,FALSE,NA,NA,TRUE,TRUE,1998,0.079737735,0.148896132,NA,0.077259798,0.1446856026,NA,0.079619925,0.1479010302,NA,2.9,2.7,NA,NA,NA,"ALIVE","",15.1627603094615,0.0006605214,87,FALSE,2,2,NA,2,2,NA,2,2,NA,NA,NA,"(0.0616,0.123]","(0.116,0.232]",NA,"(0.0616,0.123]","(0.115,0.23]",NA,"(0.0616,0.123]","(0.116,0.232]",NA,NA,NA
"3591",88.1998,4,2,206,"ABBA",2010,808,"L","E",145,"S","FSLP",2,8,FALSE,NA,NA,NA,NA,1998,0.0803197164,0.1494781134,NA,0.077259798,0.1446856026,NA,0.0802804464,0.1494388434,NA,1,1.7,NA,NA,NA,"ALIVE","",15.1627603094615,7.854e-05,88,TRUE,2,2,NA,2,2,NA,2,2,NA,NA,NA,"(0.0616,0.123]","(0.116,0.232]",NA,"(0.0616,0.123]","(0.115,0.23]",NA,"(0.0616,0.123]","(0.116,0.232]",NA,NA,NA
"3592",89.1998,4,2,207,"ABBA",2010,808,"L","E",145,"S","FSLP",1,8,FALSE,NA,NA,NA,NA,1998,7.854e-05,NA,NA,0,NA,NA,0,NA,NA,2.1,2.2,NA,NA,NA,"ALIVE","",15.1627603094615,0.0003463614,89,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3594",91.1998,4,2,209,"ABBA",NA,808,"L","E",145,"S","FSLP",2,8,FALSE,NA,NA,TRUE,TRUE,1998,0.0789460518,0.1481044488,NA,0.077259798,0.1446856026,NA,0.077259798,0.1446856026,NA,4.3,2.3,NA,NA,NA,"ALIVE","",15.1627603094615,0.0014522046,91,FALSE,2,2,NA,2,2,NA,2,2,NA,NA,NA,"(0.0616,0.123]","(0.116,0.232]",NA,"(0.0616,0.123]","(0.115,0.23]",NA,"(0.0616,0.123]","(0.116,0.232]",NA,NA,NA
"3597",96.1998,4,2,214,"ABBA",NA,808,"L","E",145,"S","FSLP",3,8,FALSE,NA,NA,TRUE,TRUE,1998,0,0.1450649508,0.3628343796,0,0.1401616986,0.3445581216,0,0.1433771262,0.356595162,3.3,2.5,NA,NA,NA,"ALIVE","",15.1627603094615,0.0008553006,96,FALSE,1,2,3,1,2,3,1,2,3,NA,NA,"[0,0.0616]","(0.116,0.232]","(0.274,0.412]","[0,0.0616]","(0.115,0.23]","(0.266,0.399]","[0,0.0616]","(0.116,0.232]","(0.274,0.412]",NA,NA
"3598",97.1998,4,2,215,"ABBA",2010,808,"L","E",145,"S","FSLP",3,7,FALSE,NA,NA,NA,NA,1998,0,0.158674362,0.3604821066,0,0.1480942386,0.339630522,0,0.158674362,0.3604821066,0,1.2,NA,NA,NA,"ALIVE","",15.1627603094615,0,97,TRUE,1,2,3,1,2,3,1,2,3,NA,NA,"[0,0.0616]","(0.116,0.232]","(0.274,0.412]","[0,0.0616]","(0.115,0.23]","(0.266,0.399]","[0,0.0616]","(0.116,0.232]","(0.274,0.412]",NA,NA
"3604",107.1998,4,2,842,"ABBA",NA,808,"L","E",145,"S","FSLP",1,9,FALSE,TRUE,TRUE,TRUE,TRUE,1998,0,NA,NA,0,NA,NA,0,NA,NA,29.3,15.626533648,0.375,0.00159338025,0.168877804,"ALIVE","d",15.1627603094615,0.0674258046,107,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,2,2,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"(0.281,0.561]","(0.000857,0.00171]"
"3606",109.1998,4,2,844,"ABBA",2010,808,"L","E",145,"S","FSLP",4,8,FALSE,TRUE,TRUE,NA,NA,1998,0.0002741046,0.122820852,0.2805299574,0,0.1168879404,0.2622631242,0,0.098980035,0.1710868236,28.3,13.282212638,0.341666666666667,0.00140881125,0.198517719833333,"ALIVE","c",15.1627603094615,0.0629019006,109,TRUE,1,2,3,1,2,2,1,1,2,2,2,"[0,0.0616]","(0.116,0.232]","(0.274,0.412]","[0,0.0616]","(0.115,0.23]","(0.133,0.266]","[0,0.0616]","[0,0.116]","(0.137,0.274]","(0.281,0.561]","(0.000857,0.00171]"
"3607",110.1998,4,2,845,"ABBA",NA,808,"L","E",145,"S","FSLP",5,8,FALSE,TRUE,FALSE,TRUE,NA,1998,0,0.2177120946,0.3665563902,0,0.2117846808,0.348976782,0,0.2082590202,0.3241212282,15.1,10.095296747,0.266666666666667,0.000565488,-0.0837252710833332,"ALIVE","i",15.1627603094615,0.0179079054,110,FALSE,1,2,3,1,2,3,1,2,3,1,1,"[0,0.0616]","(0.116,0.232]","(0.274,0.412]","[0,0.0616]","(0.115,0.23]","(0.266,0.399]","[0,0.0616]","(0.116,0.232]","(0.274,0.412]","[0,0.281]","[0,0.000857]"
"3608",118.1998,4,2,98333,"ABBA",NA,808,"L","E",145,"S","FSLP",2,8,FALSE,NA,NA,FALSE,FALSE,1998,0.0803786214,0.1495370184,NA,0.077259798,0.1446856026,NA,0.0803786214,0.1495370184,NA,0.5,1.5,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,118,FALSE,2,2,NA,2,2,NA,2,2,NA,NA,NA,"(0.0616,0.123]","(0.116,0.232]",NA,"(0.0616,0.123]","(0.115,0.23]",NA,"(0.0616,0.123]","(0.116,0.232]",NA,NA,NA
"3613",123.1998,4,2,98350,"ABBA",2010,808,"L","E",145,"S","FSLP",1,8,FALSE,NA,NA,NA,NA,1998,0.0004249014,NA,NA,0,NA,NA,0.0004249014,NA,NA,0,1.2,NA,NA,NA,"ALIVE","",15.1627603094615,0,123,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3614",124.1998,4,2,98353,"ABBA",2010,808,"L","E",145,"S","FSLP",1,9,FALSE,NA,NA,NA,NA,1998,0.0674258046,NA,NA,0.0674258046,NA,NA,0.0674258046,NA,NA,0,1.2,NA,NA,NA,"ALIVE","",15.1627603094615,0,124,TRUE,2,NA,NA,2,NA,NA,2,NA,NA,NA,NA,"(0.0616,0.123]",NA,NA,"(0.0616,0.123]",NA,NA,"(0.0616,0.123]",NA,NA,NA,NA
"3616",126.1998,4,2,98394,"ABBA",NA,808,"L","E",145,"S","FSLP",2,9,FALSE,NA,NA,FALSE,TRUE,1998,0,0.1618528758,NA,0,0.1545455142,NA,0,0.1618528758,NA,0,1.2,NA,NA,NA,"ALIVE","",15.1627603094615,0,126,FALSE,1,2,NA,1,2,NA,1,2,NA,NA,NA,"[0,0.0616]","(0.116,0.232]",NA,"[0,0.0616]","(0.115,0.23]",NA,"[0,0.0616]","(0.116,0.232]",NA,NA,NA
"3639",149.1998,4,2,98894,"ABBA",NA,808,"L","E",145,"S","FSLP",5,10,FALSE,NA,NA,TRUE,TRUE,1998,0,NA,NA,0,NA,NA,0,NA,NA,0,1.2,NA,NA,NA,"ALIVE","",15.1627603094615,0,149,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3641",151.1998,4,3,2,"ABBA",NA,808,"L","E",145,"S","FSLP",9,8,FALSE,NA,NA,TRUE,TRUE,1998,0.08391999,0.146865873,NA,0.083743275,0.1437823926,NA,0.083743275,0.145668138,NA,4.4,4.4,NA,NA,NA,"ALIVE","",15.1627603094615,0.0015205344,151,FALSE,2,2,NA,2,2,NA,2,2,NA,NA,NA,"(0.0616,0.123]","(0.116,0.232]",NA,"(0.0616,0.123]","(0.115,0.23]",NA,"(0.0616,0.123]","(0.116,0.232]",NA,NA,NA
"3642",152.1998,4,3,3,"ABBA",NA,808,"L","E",145,"S","FSLP",9,8,FALSE,NA,NA,TRUE,TRUE,1998,0.0821222094,0.1450680924,NA,0.08042496,0.1404640776,NA,0.08042496,0.1349961228,NA,6.5,4.4,NA,NA,NA,"ALIVE","o",15.1627603094615,0.003318315,152,FALSE,2,2,NA,2,2,NA,2,2,NA,NA,NA,"(0.0616,0.123]","(0.116,0.232]",NA,"(0.0616,0.123]","(0.115,0.23]",NA,"(0.0616,0.123]","(0.116,0.232]",NA,NA,NA
"3645",158.1998,4,3,9,"ABBA",NA,808,"L","E",145,"S","FSLP",10,7,FALSE,NA,NA,TRUE,TRUE,1998,1.9635e-05,NA,NA,0,NA,NA,0,NA,NA,1.5,1.9,NA,NA,NA,"ALIVE","",15.1627603094615,0.000176715,158,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3649",162.1998,4,3,13,"ABBA",NA,808,"L","E",145,"S","FSLP",10,6,FALSE,NA,NA,TRUE,TRUE,1998,1.9635e-05,NA,NA,0,NA,NA,0,NA,NA,3.7,3.1,NA,NA,NA,"ALIVE","",15.1627603094615,0.0010752126,162,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3650",163.1998,4,3,14,"ABBA",NA,808,"L","E",145,"S","FSLP",10,6,FALSE,NA,NA,TRUE,TRUE,1998,0.0010752126,NA,NA,0,NA,NA,0.0010752126,NA,NA,0.5,1.3,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,163,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3655",169.1998,4,3,800,"ABBA",NA,808,"L","E",145,"S","FSLP",9,7,FALSE,TRUE,TRUE,TRUE,TRUE,1998,0.0461076924,0.1596435456,NA,0.0461076924,0.149457693,NA,0.043373715,0.1434054006,NA,9.6,6,0.325,0.00039054015,0.138333333333333,"ALIVE","o",15.1627603094615,0.0072382464,169,FALSE,1,2,NA,1,2,NA,1,2,NA,2,1,"[0,0.0616]","(0.116,0.232]",NA,"[0,0.0616]","(0.115,0.23]",NA,"[0,0.0616]","(0.116,0.232]",NA,"(0.281,0.561]","[0,0.000857]"
"3660",176.1998,4,3,835,"ABBA",NA,808,"L","E",145,"S","FSLP",7,6,FALSE,TRUE,TRUE,TRUE,TRUE,1998,0,0.0336693126,0.245252931,0,0.0284699646,0.2313332868,0,0,0.08042496,31.2,17,0.591666666666666,0.00256976335,0.216666666666667,"ALIVE","d",15.1627603094615,0.0764539776,176,FALSE,1,1,2,1,1,2,1,1,1,3,3,"[0,0.0616]","[0,0.116]","(0.137,0.274]","[0,0.0616]","[0,0.115]","(0.133,0.266]","[0,0.0616]","[0,0.116]","[0,0.137]","(0.561,0.842]","(0.00171,0.00257]"
"3661",177.1998,4,3,836,"ABBA",2010,808,"L","E",145,"S","FSLP",6,9,FALSE,TRUE,TRUE,NA,NA,1998,0,0.1657241124,NA,0,0.162939084,NA,0,0.098980035,NA,24.3,15.552031492,0.0750000000000002,0.000280976850000001,0.179335957666667,"ALIVE","c",15.1627603094615,0.0463770846,177,TRUE,1,2,NA,1,2,NA,1,1,NA,1,1,"[0,0.0616]","(0.116,0.232]",NA,"[0,0.0616]","(0.115,0.23]",NA,"[0,0.0616]","[0,0.116]",NA,"[0,0.281]","[0,0.000857]"
"3667",186.1998,4,3,98817,"ABBA",2010,808,"L","E",145,"S","FSLP",10,6,FALSE,NA,NA,NA,NA,1998,0.0010948476,NA,NA,0,NA,NA,0.0010948476,NA,NA,0,1,NA,NA,NA,"ALIVE","",15.1627603094615,0,186,TRUE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3676",195.1998,4,3,98865,"ABBA",NA,808,"L","E",145,"S","FSLP",8,10,FALSE,NA,NA,TRUE,TRUE,1998,0,NA,NA,0,NA,NA,0,NA,NA,0.5,1.3,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,195,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3677",196.1998,4,3,98869,"ABBA",NA,808,"L","E",145,"S","FSLP",8,6,FALSE,NA,NA,TRUE,TRUE,1998,0.0219142308,0.1585267068,0.3363334128,0.0196067256,0.1519584066,0.3238840374,0.0219142308,0.1585267068,0.3363334128,0.5,1.5,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,196,FALSE,1,2,3,1,2,3,1,2,3,NA,NA,"[0,0.0616]","(0.116,0.232]","(0.274,0.412]","[0,0.0616]","(0.115,0.23]","(0.266,0.399]","[0,0.0616]","(0.116,0.232]","(0.274,0.412]",NA,NA
"3681",200.1998,4,3,98881,"ABBA",NA,808,"L","E",145,"S","FSLP",9,10,FALSE,NA,NA,NA,NA,1998,0,NA,NA,0,NA,NA,0,NA,NA,0.5,1.7,NA,NA,NA,"ALIVE","",15.1627603094615,1.9635e-05,200,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3682",201.1998,4,4,101,"ABBA",NA,808,"L","E",145,"S","FSLP",10,1,FALSE,NA,NA,TRUE,TRUE,1998,0,NA,NA,0,NA,NA,0,NA,NA,6.5,4,NA,NA,NA,"ALIVE","i",15.1627603094615,0.003318315,201,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3683",205.1998,4,4,105,"ABBA",NA,808,"L","E",145,"S","FSLP",10,3,FALSE,NA,NA,TRUE,TRUE,1998,0.047143635,NA,NA,0.047143635,NA,NA,0.047143635,NA,NA,5.6,4.6,NA,NA,NA,"ALIVE","o",15.1627603094615,0.0024630144,205,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,NA,NA
"3690",223.1998,4,4,802,"ABBA",NA,808,"L","E",145,"S","FSLP",8,3,FALSE,TRUE,TRUE,TRUE,TRUE,1998,0,0.0128852724,0.3045639828,0,0.0083323086,0.2971490214,0,0,0.26652549,11,7.1,0.475,0.00060809595,0.2825,"ALIVE","o",15.1627603094615,0.00950334,223,FALSE,1,1,3,1,1,3,1,1,2,2,1,"[0,0.0616]","[0,0.116]","(0.274,0.412]","[0,0.0616]","[0,0.115]","(0.266,0.399]","[0,0.0616]","[0,0.116]","(0.137,0.274]","(0.281,0.561]","[0,0.000857]"
"3691",224.1998,4,4,803,"ABBA",NA,808,"L","E",145,"S","FSLP",10,4,FALSE,TRUE,TRUE,TRUE,TRUE,1998,0.0044579304,NA,NA,0.0043008504,NA,NA,0,NA,NA,21,11.1,0.533333333333333,0.0014912128,0.115,"ALIVE","c",15.1627603094615,0.03463614,224,FALSE,1,NA,NA,1,NA,NA,1,NA,NA,2,2,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"[0,0.0616]",NA,NA,"(0.281,0.561]","(0.000857,0.00171]"
